Textos_espanol,sdg
"Las intervenciones preventivas también abarcan a las personas con un riesgo específico y a las que no presentan síntomas de la enfermedad o presentan signos y síntomas tempranos, en cuyo caso la detección precoz ayudará a reducir el daño potencial al permitir una intervención más acertada. Tomemos los ejemplos del cáncer de mama y de próstata, en los que la edad y el sexo influyen en el riesgo, ciertas elecciones de estilo de vida aumentan los riesgos, como el tabaquismo en el caso del cáncer de pulmón. Cuando los síntomas corresponden a una afección aguda, se busca y se espera una remisión o curación (HC.l). Sin embargo, muchas afecciones no pueden curarse por completo y derivan en afecciones crónicas con cierto grado de deterioro funcional. El tratamiento implica entonces contactos recurrentes para el control, así como la implicación personal del paciente en la vigilancia y el control de los síntomas y el tratamiento.11 La atención curativa es la razón más frecuente por la que las personas contactan inicialmente con el sistema sanitario. Sin embargo, en función de las necesidades específicas de cada consumidor, los servicios recibidos suelen incluir una cesta de componentes que mezcla la atención preventiva y rehabilitadora con la curativa. ",3
"La salud mental ha sido tradicionalmente descuidada y con fondos insuficientes, especialmente cuando se considera la importante carga de enfermedad responsable de los trastornos mentales, y existe la necesidad de que los gobiernos mantengan la salud mental en un lugar destacado de la agenda de salud. Están involucradas varias partes interesadas clave, incluidos los gobiernos en varios niveles administrativos, organizaciones de usuarios y cuidadores, y organizaciones profesionales, y este capítulo considera sus diversas funciones. Los formuladores de políticas de salud mental están utilizando una variedad de herramientas para mejorar los sistemas de salud mental y liderar mejoras en todo el sistema, incluidos marcos legislativos, estrategias de salud mental e iniciativas verticales para brindar servicios de salud mental a grupos de población objetivo.",3
"Los hombres son hospitalizados anualmente por psicosis (especialmente esquizofrenia) a una tasa ligeramente más alta que las mujeres. En 2007, este número fue de aproximadamente 3 000 hospitalizaciones entre hombres, frente a 2 600 mujeres. Los datos de 2011 encontraron que el 15,1% de los pacientes hospitalizados con esquizofrenia fueron rehospitalizados dentro de los 30 días posteriores al alta (OCDE, 2014a).",3
"Suecia no tiene sistemas nacionales formales de CME y CPD, y en consonancia con la cultura sueca de empoderamiento local, confianza y valores compartidos, esta agenda no tiene un mandato nacional. La responsabilidad de CME y CPD para todo el personal médico empleado en Suecia recae en los empleadores (por ejemplo, consejos de condado, municipios y proveedores privados). En Dinamarca, los profesionales participan en DPC y aprendizaje regulares, pero las expectativas y los requisitos en torno a esto no están formalizados de ninguna manera.",5
"Sin embargo, el Informe anual de salud de 2012 indica que desde 1990, los suicidios han disminuido en todos los grupos de edad, excepto entre los de 15 a 24 años, donde se han vuelto algo más comunes, lo que refleja la tendencia general de aumento de la mala salud mental entre los jóvenes de Suecia. Por otro lado, las tasas de suicidio son las que más han disminuido entre los adultos mayores, especialmente entre los hombres, y las diferencias entre los grupos de edad han disminuido. Las diferencias entre los niveles de educación son más significativas entre los hombres: el número de hombres que tienen un título de nivel secundario inferior es el doble que los que tienen una educación postsecundaria.",3
"Para contribuir a este objetivo, en 2011 se creó la Red Conjunta de Funcionarios de Sanidad y Presupuestos de la OCDE sobre la Sostenibilidad Fiscal de los Sistemas de Salud. Esta red conjunta pretende identificar y difundir buenas prácticas en la gestión de los presupuestos sanitarios, junto con otras políticas que pueden garantizar la sostenibilidad fiscal. También pretende mejorar el diálogo institucional, la claridad de funciones y los objetivos comunes entre los funcionarios de los ministerios de Sanidad y Hacienda y otros responsables políticos pertinentes.",3
"Todos los países deben diseñar e implementar programas especiales para atender las necesidades nutricionales de las mujeres en edad fértil, especialmente las que están embarazadas o en período de lactancia, y deben prestar especial atención a la prevención y el tratamiento de la anemia nutricional y los trastornos por deficiencia de yodo. Se debe dar prioridad a mejorar el estado nutricional y de salud de las mujeres jóvenes a través de la educación y la capacitación como parte de los programas de salud materna y maternidad sin riesgo. Se debe brindar información, educación y asesoramiento a los adolescentes, mujeres y hombres, para ayudarlos a retrasar la formación temprana de una familia, la actividad sexual prematura y el primer embarazo.",3
"El sobrepeso y la obesidad se definen como un peso excesivo que presenta riesgos para la salud debido a la alta proporción de grasa corporal. La medida más utilizada se basa en el índice de masa corporal (IMC), que es un número único que evalúa el peso de un individuo en relación con la altura (peso/altura2, con peso en kilogramos y altura en metros). Según la clasificación de la OMS (OMS, 2000), los adultos con un IMC de 25 a 30 se definen como con sobrepeso y aquellos con un IMC de 30 o más como obesos.",3
"En los grandes fondos, la integración vertical ha ayudado a promover el uso de la atención primaria y preventiva. Además, los mecanismos de financiación alientan a todos los fondos a buscar enfoques más rentables. Es probable que el crecimiento demográfico relativamente rápido de Israel haya ayudado a la economía política del ajuste al reducir la necesidad de reducir y cerrar los hospitales.",3
"En este marco, los determinantes se dividen en factores ascendentes (nivel macro), factores intermedios (nivel medio) y factores descendentes (nivel micro). Sin embargo, la mortalidad es el resultado de experiencias pasadas de factores de riesgo, mientras que la morbilidad es el resultado de influencias en curso. Si bien la mortalidad y la morbilidad son importantes para todos los afectados, restringir las acciones a los factores aguas abajo no aborda los determinantes de la salud impulsados ​​socioeconómicamente que se encuentran aguas arriba. Aquí, la política gubernamental juega un papel clave y, a su vez, está influenciada por determinantes aún más importantes de las fuerzas globales.",3
"Se espera que las personas de 65 años o más representen alrededor del 30,1% de la población en las áreas metropolitanas, el 30,2% de la población en las áreas del interior y el 26,8% de la población en las áreas costeras, en 2045 (Comisión de Productividad, 2005). Dado que las personas mayores a menudo experimentan múltiples afecciones crónicas, esto sugiere que aumentará la necesidad de atención médica. Parte de esta necesidad estará en áreas con servicios insuficientes para satisfacer la demanda de atención médica asociada con el envejecimiento. Esto se ve agravado por una mala distribución en la fuerza laboral de salud. El país ha lidiado con esta situación con una gran dependencia de médicos formados en el extranjero, y la política del gobierno los ha dirigido a áreas de necesidad.",3
